common_name,year,in_protected_area,total_checklists,checklists_with_species,prop_checklists
Red-naped Sapsucker,2010,TRUE,17,1,0.058823529411764705
Red-naped Sapsucker,2011,FALSE,102,8,0.0784313725490196
Red-naped Sapsucker,2011,TRUE,18,0,0
Red-naped Sapsucker,2012,FALSE,12,3,0.25
Red-naped Sapsucker,2012,TRUE,61,3,0.04918032786885246
Red-naped Sapsucker,2013,FALSE,22,1,0.045454545454545456
Red-naped Sapsucker,2013,TRUE,56,0,0
Red-naped Sapsucker,2014,FALSE,160,16,0.1
Red-naped Sapsucker,2014,TRUE,73,2,0.0273972602739726
Red-naped Sapsucker,2015,FALSE,299,39,0.13043478260869565
Red-naped Sapsucker,2015,TRUE,77,2,0.025974025974025976
Red-naped Sapsucker,2016,FALSE,250,49,0.196
Red-naped Sapsucker,2016,TRUE,134,2,0.014925373134328358
Red-naped Sapsucker,2017,FALSE,324,28,0.08641975308641975
Red-naped Sapsucker,2017,TRUE,162,4,0.024691358024691357
Red-naped Sapsucker,2018,FALSE,299,15,0.05016722408026756
Red-naped Sapsucker,2018,TRUE,229,4,0.017467248908296942
Red-naped Sapsucker,2019,FALSE,286,22,0.07692307692307693
Red-naped Sapsucker,2019,TRUE,306,10,0.032679738562091505
Red-naped Sapsucker,2020,FALSE,182,24,0.13186813186813187
Red-naped Sapsucker,2020,TRUE,221,5,0.02262443438914027
Red-naped Sapsucker,2021,FALSE,156,9,0.057692307692307696
Red-naped Sapsucker,2021,TRUE,294,5,0.017006802721088437
Red-naped Sapsucker,2022,FALSE,222,14,0.06306306306306306
Red-naped Sapsucker,2022,TRUE,415,8,0.01927710843373494
Red-naped Sapsucker,2023,FALSE,277,26,0.09386281588447654
Red-naped Sapsucker,2023,TRUE,494,5,0.010121457489878543
Red-naped Sapsucker,2024,FALSE,293,31,0.10580204778156997
Red-naped Sapsucker,2024,TRUE,530,9,0.016981132075471698
Red-naped Sapsucker,2025,FALSE,348,21,0.0603448275862069
Red-naped Sapsucker,2025,TRUE,486,1,0.00205761316872428
Rock Wren,2010,FALSE,9,0,0
Rock Wren,2010,TRUE,17,0,0
Rock Wren,2011,FALSE,102,0,0
Rock Wren,2011,TRUE,18,0,0
Rock Wren,2012,FALSE,12,0,0
Rock Wren,2012,TRUE,61,0,0
Rock Wren,2013,FALSE,22,0,0
Rock Wren,2013,TRUE,56,0,0
Rock Wren,2014,FALSE,160,0,0
Rock Wren,2014,TRUE,73,0,0
Rock Wren,2015,FALSE,299,0,0
Rock Wren,2015,TRUE,77,0,0
Rock Wren,2016,FALSE,250,0,0
Rock Wren,2016,TRUE,134,0,0
Rock Wren,2017,FALSE,324,0,0
Rock Wren,2017,TRUE,162,0,0
Rock Wren,2018,FALSE,299,0,0
Rock Wren,2018,TRUE,229,0,0
Rock Wren,2019,FALSE,286,0,0
Rock Wren,2019,TRUE,306,0,0
Rock Wren,2020,FALSE,182,0,0
Rock Wren,2020,TRUE,221,0,0
Rock Wren,2021,FALSE,156,0,0
Rock Wren,2021,TRUE,294,1,0.003401360544217687
Rock Wren,2022,FALSE,222,0,0
Rock Wren,2022,TRUE,415,0,0
Rock Wren,2023,FALSE,277,0,0
Rock Wren,2023,TRUE,494,1,0.0020242914979757085
Rock Wren,2024,FALSE,293,0,0
Rock Wren,2024,TRUE,530,1,0.0018867924528301887
Rock Wren,2025,FALSE,348,0,0
Rock Wren,2025,TRUE,486,1,0.00205761316872428
Rufous Hummingbird,2010,FALSE,9,1,0.1111111111111111
Rufous Hummingbird,2010,TRUE,17,5,0.29411764705882354
Rufous Hummingbird,2011,FALSE,102,11,0.10784313725490197
Rufous Hummingbird,2011,TRUE,18,0,0
Rufous Hummingbird,2012,FALSE,12,6,0.5
Rufous Hummingbird,2012,TRUE,61,2,0.03278688524590164
Rufous Hummingbird,2013,FALSE,22,3,0.13636363636363635
Rufous Hummingbird,2013,TRUE,56,3,0.05357142857142857
Rufous Hummingbird,2014,FALSE,160,103,0.64375
Rufous Hummingbird,2014,TRUE,73,11,0.1506849315068493
Rufous Hummingbird,2015,FALSE,299,164,0.5484949832775919
Rufous Hummingbird,2015,TRUE,77,3,0.03896103896103896
Rufous Hummingbird,2016,FALSE,250,166,0.664
Rufous Hummingbird,2016,TRUE,134,9,0.06716417910447761
Rufous Hummingbird,2017,FALSE,324,192,0.5925925925925926
Rufous Hummingbird,2017,TRUE,162,21,0.12962962962962962
Rufous Hummingbird,2018,FALSE,299,186,0.6220735785953178
Rufous Hummingbird,2018,TRUE,229,18,0.07860262008733625
Rufous Hummingbird,2019,FALSE,286,165,0.5769230769230769
Rufous Hummingbird,2019,TRUE,306,35,0.11437908496732026
Rufous Hummingbird,2020,FALSE,182,54,0.2967032967032967
Rufous Hummingbird,2020,TRUE,221,28,0.12669683257918551
Rufous Hummingbird,2021,FALSE,156,45,0.28846153846153844
Rufous Hummingbird,2021,TRUE,294,27,0.09183673469387756
Rufous Hummingbird,2022,FALSE,222,64,0.2882882882882883
Rufous Hummingbird,2022,TRUE,415,27,0.06506024096385542
Rufous Hummingbird,2023,FALSE,277,86,0.3104693140794224
Rufous Hummingbird,2023,TRUE,494,26,0.05263157894736842
Rufous Hummingbird,2024,FALSE,293,117,0.3993174061433447
Rufous Hummingbird,2024,TRUE,530,41,0.07735849056603773
Rufous Hummingbird,2025,FALSE,348,147,0.4224137931034483
Rufous Hummingbird,2025,TRUE,486,37,0.07613168724279835
Steller's Jay,2010,FALSE,9,0,0
Steller's Jay,2010,TRUE,17,0,0
Steller's Jay,2011,FALSE,102,4,0.0392156862745098
Steller's Jay,2011,TRUE,18,0,0
Steller's Jay,2012,FALSE,12,0,0
Steller's Jay,2012,TRUE,61,1,0.01639344262295082
Steller's Jay,2013,FALSE,22,0,0
Steller's Jay,2013,TRUE,56,0,0
Steller's Jay,2014,FALSE,160,1,0.00625
Steller's Jay,2014,TRUE,73,1,0.0136986301369863
Steller's Jay,2015,FALSE,299,1,0.0033444816053511705
Steller's Jay,2015,TRUE,77,4,0.05194805194805195
Steller's Jay,2016,FALSE,250,0,0
Steller's Jay,2016,TRUE,134,3,0.022388059701492536
Steller's Jay,2017,FALSE,324,9,0.027777777777777776
Steller's Jay,2017,TRUE,162,5,0.030864197530864196
Steller's Jay,2018,FALSE,299,4,0.013377926421404682
Steller's Jay,2018,TRUE,229,5,0.021834061135371178
Steller's Jay,2019,FALSE,286,10,0.03496503496503497
Steller's Jay,2019,TRUE,306,10,0.032679738562091505
Steller's Jay,2020,FALSE,182,10,0.054945054945054944
Steller's Jay,2020,TRUE,221,4,0.01809954751131222
Steller's Jay,2021,FALSE,156,4,0.02564102564102564
Steller's Jay,2021,TRUE,294,6,0.02040816326530612
Steller's Jay,2022,FALSE,222,28,0.12612612612612611
Steller's Jay,2022,TRUE,415,6,0.014457831325301205
Steller's Jay,2023,FALSE,277,34,0.12274368231046931
Steller's Jay,2023,TRUE,494,8,0.016194331983805668
Steller's Jay,2024,FALSE,293,25,0.08532423208191127
Steller's Jay,2024,TRUE,530,8,0.01509433962264151
Steller's Jay,2025,FALSE,348,11,0.031609195402298854
Steller's Jay,2025,TRUE,486,5,0.0102880658436214
Western Meadowlark,2010,FALSE,9,0,0
Western Meadowlark,2010,TRUE,17,0,0
Western Meadowlark,2011,FALSE,102,0,0
Western Meadowlark,2011,TRUE,18,0,0
Western Meadowlark,2012,FALSE,12,1,0.08333333333333333
Western Meadowlark,2012,TRUE,61,0,0
Western Meadowlark,2013,FALSE,22,0,0
Western Meadowlark,2013,TRUE,56,1,0.017857142857142856
Western Meadowlark,2014,FALSE,160,2,0.0125
Western Meadowlark,2014,TRUE,73,0,0
Western Meadowlark,2015,FALSE,299,7,0.023411371237458192
Western Meadowlark,2015,TRUE,77,0,0
Western Meadowlark,2016,FALSE,250,2,0.008
Western Meadowlark,2016,TRUE,134,0,0
Western Meadowlark,2017,FALSE,324,3,0.009259259259259259
Western Meadowlark,2017,TRUE,162,1,0.006172839506172839
Western Meadowlark,2018,FALSE,299,0,0
Western Meadowlark,2018,TRUE,229,0,0
Western Meadowlark,2019,FALSE,286,0,0
Western Meadowlark,2019,TRUE,306,0,0
Western Meadowlark,2020,FALSE,182,0,0
Western Meadowlark,2020,TRUE,221,0,0
Western Meadowlark,2021,FALSE,156,2,0.01282051282051282
Western Meadowlark,2021,TRUE,294,0,0
Western Meadowlark,2022,FALSE,222,6,0.02702702702702703
Western Meadowlark,2022,TRUE,415,2,0.004819277108433735
Western Meadowlark,2023,FALSE,277,1,0.0036101083032490976
Western Meadowlark,2023,TRUE,494,0,0
Western Meadowlark,2024,FALSE,293,1,0.0034129692832764505
Western Meadowlark,2024,TRUE,530,1,0.0018867924528301887
Western Meadowlark,2025,FALSE,348,1,0.0028735632183908046
Western Meadowlark,2025,TRUE,486,0,0
